Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
-0.2023,Tue Aug 28 23:32:06 +0000 2018,0.676,0.193,0.132,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Peter Polansky may be tennis’s luckiest loser. The Canadian player lost his way into the main draw of all of the Gr… https://t.co/ScUpCNy0sl,421
0.7004,Tue Aug 28 23:17:47 +0000 2018,0.719,0.072,0.209,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @shearm: Also, @realDonaldTrump noted that Pastor Jeffress said Trump is not ""the perfect human being, but he’s the greatest leader for…",422
0.3254,Tue Aug 28 23:17:04 +0000 2018,0.896,0.0,0.104,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @shearm: UPDATED SCOOP: I’ve added a bit more to my story about @realDonaldTrump remarks to evangelicals after getting more audio. POTUS…,423
0.0,Tue Aug 28 23:12:13 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",First election results are coming in from Florida. Follow the vote here. https://t.co/7RamiEZNDR,424
0.0,Tue Aug 28 23:02:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Evening Briefing: Here's what you need to know at the end of the day https://t.co/FeQdvkHIMy,425
0.6249,Tue Aug 28 22:47:02 +0000 2018,0.653,0.09,0.257,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An ex-CIA officer running for Congress in Virginia accused a GOP super PAC of leaking her security clearance papers… https://t.co/28boJRpMTa,426
0.5994,Tue Aug 28 22:31:06 +0000 2018,0.822,0.0,0.178,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @tackettdc: A former CIA officer turned House candidate in Virginia says that a Republican-aligned Super Pac improperly disclosed her se…,427
0.0,Tue Aug 28 22:17:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Too many bees (and puns) to count at a Times Square hot dog stand https://t.co/blTQ0iuoi9,428
-0.9136,Tue Aug 28 22:00:11 +0000 2018,0.562,0.438,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A white former police officer in Texas was found guilty of murder after fatally shooting 15-year-old Jordan Edwards… https://t.co/kGBctvVZ8Z,429
0.0,Tue Aug 28 21:45:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An audiotape of President Trump's remarks was provided to The New York Times by someone who attended the event. Her… https://t.co/aiyIt5m9mV,430
0.836,Tue Aug 28 21:32:04 +0000 2018,0.656,0.0,0.344,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @cliffordlevy: @NYTMetro @palafo “In the bees’ brief brush with fame, they attracted hundreds of onlookers and inspired some embarrassin…",431
0.4137,Tue Aug 28 21:17:06 +0000 2018,0.825,0.0,0.175,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",What occurs during the life of a plant? Do telomeres play a role in longevity? https://t.co/eXGQGmLLh8,432
0.3612,Tue Aug 28 21:00:25 +0000 2018,0.828,0.0,0.172,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This Greek-style broiled shrimp recipe is ready in just 10 minutes https://t.co/ki2ksaU0Oe https://t.co/9NRxLEPyir,433
-0.3818,Tue Aug 28 20:45:08 +0000 2018,0.885,0.115,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @juliehdavis: ""You’re one election away from losing everything you’ve got,” Trump told evangelical leaders last night at the White House…",434
0.5267,Tue Aug 28 20:35:39 +0000 2018,0.815,0.0,0.185,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In remarks to evangelical ministers, President Trump spoke about religious liberty, abortion and youth unemployment… https://t.co/eg16hwGq8Q",435
0.0,Tue Aug 28 20:27:48 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Correction: A previous version of this tweet included a typo. The tweet pictured below has since been deleted. https://t.co/azsF7Lfaew,436
-0.7096,Tue Aug 28 20:18:43 +0000 2018,0.742,0.258,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A books dealer and a library archivist have been accused of stealing about 300 rare books and other artifacts — inc… https://t.co/M9EMmQwipn,437
0.0,Tue Aug 28 20:15:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @TimHerrera: We're all afraid to talk about money. Here's how to break the taboo https://t.co/5hcf8aA70H by @thewildwong,438
-0.25,Tue Aug 28 20:00:14 +0000 2018,0.889,0.111,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","France's environment minister resigned during a live radio interview, saying the government was not doing enough to… https://t.co/HtnUX4Cp1o",439
0.0,Tue Aug 28 19:45:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","“As a Democrat in Arizona, I voted for McCain as senator because I felt he was a leader for all.” Democratic reader… https://t.co/638u9MCxU9",440
-0.5994,Tue Aug 28 19:30:05 +0000 2018,0.822,0.178,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","52 Places Traveler: A pilgrimage to Ypres, a small city in Belgium where the remembrance of World War I is ritualiz… https://t.co/DtbOAnPdZn",441
0.0,Tue Aug 28 19:15:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Nearly 3,000 more deaths than expected occurred in the months after Hurricane Maria, a new report says https://t.co/f9rgnZT9Tj",442
0.0,Tue Aug 28 19:07:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @thunderwooddd: Today's the day! More than 20,000 people applied to work with me on The Edit, a @nytimes newsletter for college students…",443
-0.5267,Tue Aug 28 19:00:08 +0000 2018,0.804,0.196,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Over the years, Ethan Hawke somehow worn his critics down with his earnestness and his dedication and his sincerity… https://t.co/fMFjE1rMZ1",444
0.6369,Tue Aug 28 18:55:28 +0000 2018,0.625,0.0,0.375,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @NYTmag: Bees love protein patties. https://t.co/RcSjKfDQ0k https://t.co/TzxcHxonkF,445
0.3612,Tue Aug 28 18:45:05 +0000 2018,0.902,0.0,0.098,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","“The reason Elon seems to attract drama is that he is so transparent, so open, in a way that can come back to bite… https://t.co/8O6BlhFGCy",446
0.0,Tue Aug 28 18:30:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",From cocktail hideways to a taste of West Africa: Here are 15 fall New York City restaurant openings you should kno… https://t.co/L4EmLPJb3K,447
0.0,Tue Aug 28 18:25:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @tmagazine: How the common weed has grown on florists (and chefs) https://t.co/E36G3I26pW https://t.co/tssJmLiE4D,448
0.0,Tue Aug 28 18:22:58 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","""We were two journalists with four cameras, a microphone, a tripod and notebooks trying to be unobtrusive amid the… https://t.co/t9v50qS1c0",449
0.4019,Tue Aug 28 18:15:07 +0000 2018,0.821,0.0,0.179,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Canada's foreign minister rushed to Washington as top trade officials reiterated that the U.S. is prepared to leave… https://t.co/Tu9USBNbGn,450
0.0,Tue Aug 28 18:04:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Oklahoma primary runoff election results. Follow along here. https://t.co/0fkYghQPMh,451
0.0,Tue Aug 28 18:02:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Arizona primary election results. Follow along here. https://t.co/xRVhugVtxE,452
0.0,Tue Aug 28 18:00:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Florida primary election results. Follow along here. https://t.co/FxaswRkfwi,453
-0.1531,Tue Aug 28 17:30:08 +0000 2018,0.938,0.062,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @adeelnyt: Emmett Till, 14, entered a white-owned store in Money, Miss. for less than one minute. It cost him his life 63 years ago toda…",454
-0.3724,Tue Aug 28 17:20:06 +0000 2018,0.876,0.124,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The president of the French Tennis Federation said Serena Williams' catsuit ""didn't respect the game."" But that rai… https://t.co/OByhj6OrgN",455
0.3182,Tue Aug 28 17:10:09 +0000 2018,0.897,0.0,0.103,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @ShaneGoldmacher: Some context on this: Cuomo keeps his offices icy cool. The NYT first wrote about it (hey @Liz_A_Harris: https://t.co/…,456
-0.25,Tue Aug 28 17:00:06 +0000 2018,0.9,0.1,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Our Moscow correspondent examines how the Kremlin and its propaganda machine cast John McCain as the central protag… https://t.co/bW4ZpPWlb0,457
0.0,Tue Aug 28 16:45:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Opinion

Jack Shenker writes, ""Since the Brexit referendum, we’ve seen the emergence of a host of abstract nouns… https://t.co/SO2I55ALq5",458
0.0,Tue Aug 28 16:40:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesarts: Earlier this year, Abby Schachner — one of five women who came forward to detail Louis C.K.'s inappropriate behavior — spo…",459
0.7506,Tue Aug 28 16:30:09 +0000 2018,0.748,0.0,0.252,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTmag: ""Serena’s excellence comes with the ability to imagine herself achieving a new kind of history for all of us."" https://t.co/9dr…",460
0.1779,Tue Aug 28 16:15:10 +0000 2018,0.788,0.091,0.12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",You know that study that said no amount of alcohol is safe to drink? It's more complicated than you think. https://t.co/87fPUJmOW0,461
0.0,Tue Aug 28 16:00:13 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Andrew Cuomo and Cynthia Nixon are set to have their first and only debate on Wednesday. But before they even take… https://t.co/XWwD2vVRID,462
0.0,Tue Aug 28 15:52:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Day 2 of the U.S. Open has started. Here's what to watch. https://t.co/DGwnJ7vHT0,463
-0.765,Tue Aug 28 15:45:10 +0000 2018,0.708,0.292,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A group of students is suing Stanford, alleging that after reporting suicidal thoughts, they were required to withd… https://t.co/MmGMhOz9pK",464
0.4215,Tue Aug 28 15:30:08 +0000 2018,0.851,0.0,0.149,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Cultural treasures and art — including Neil Armstrong's spacesuit — are slowly disintegrating as the plastic that c… https://t.co/lcBCIlktQ9,465
-0.6997,Tue Aug 28 15:20:07 +0000 2018,0.757,0.243,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Rotten Tomatoes has added 200 more critics in an effort to be more inclusive to female and minority voices https://t.co/6geGHOeBxm,466
-0.4019,Tue Aug 28 15:10:07 +0000 2018,0.87,0.13,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Mysticism is taking over the internet, from astrology memes to Instagram crystals. Is it all nonsense or a much-nee… https://t.co/xbSMCqKb7z",467
-0.8316,Tue Aug 28 15:00:09 +0000 2018,0.672,0.328,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesworld: When an 11-year-old Dutch schoolboy was murdered in 1998, no DNA matches were found for a potential suspect. Now, a natio…",468
0.5106,Tue Aug 28 14:44:05 +0000 2018,0.845,0.0,0.155,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A group of migrants were caught illegally entering the Australian mainland by sea this week, after they survived a… https://t.co/d73rMlrDY6",469
-0.6486,Tue Aug 28 14:29:03 +0000 2018,0.791,0.209,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Over a few short August days, all the anxiety and rage of 1968 exploded in the streets of Chicago. Fifty years late… https://t.co/jf18FKvpn2",470
-0.4588,Tue Aug 28 14:00:07 +0000 2018,0.85,0.15,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump attacked Google for what he claimed was an effort to intentionally suppress conservative views supp… https://t.co/qqGRsthAEG,471
-0.3818,Tue Aug 28 13:50:03 +0000 2018,0.874,0.126,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Charles Kushner and Michael Cohen face scrutiny in New York for claims that they falsified construction permits in… https://t.co/kpc42w8BUq,472
0.6124,Tue Aug 28 13:40:03 +0000 2018,0.75,0.0,0.25,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Louis C.K., who admitted to sexual misconduct last year, was greeted with an ovation at the Comedy Cellar on Sunday… https://t.co/LBH63RlLhE",473
0.2023,Tue Aug 28 13:15:08 +0000 2018,0.833,0.0,0.167,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Talking about money is important. So how do we begin?https://t.co/t1egXSyjy4,474
0.0,Tue Aug 28 13:00:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/26TQMgidy4 https://t.co/hSEYsnMRx3,475
0.25,Tue Aug 28 12:45:04 +0000 2018,0.889,0.0,0.111,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Scientists from the University of Delaware have created a hearing test for ducks. Here's what they found. https://t.co/YPm3iEa4Og,476
0.0,Tue Aug 28 12:30:17 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This commuter bus took nearly 3 hours to get to Manhattan. It was the express. https://t.co/LsiEF1PsKh https://t.co/EdxzmyW7IR,477
-0.836,Tue Aug 28 12:14:04 +0000 2018,0.502,0.391,0.108,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An ideologically motivated opposition has weaponized the church's sex abuse crisis to threaten not only Francis' ag… https://t.co/ivdGC6GGCm,478
-0.2263,Tue Aug 28 12:01:04 +0000 2018,0.881,0.119,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Protesters flashing Nazi salutes and shouting ""Foreigners out"" clashed Monday night with counterdemonstrators chant… https://t.co/MS070RKoNq",479
-0.296,Tue Aug 28 11:44:06 +0000 2018,0.885,0.115,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Our mothers here, they come for help,"" a pediatrician said. ""And you pity them. You can't do anything."" https://t.co/7Jd2v253xi",480
-0.4588,Tue Aug 28 11:31:05 +0000 2018,0.864,0.136,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Joe Arpaio grimaced as he called himself “stupid” for being pranked by Sacha Baron Cohen. He thundered against poll… https://t.co/XQU1pAq6Iv,481
-0.5994,Tue Aug 28 11:21:05 +0000 2018,0.642,0.358,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The war inside the Catholic Church https://t.co/6RtEAqXbwJ https://t.co/ZsMXbFcJCk,482
0.4576,Tue Aug 28 11:10:05 +0000 2018,0.824,0.0,0.176,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Arizona and Florida have primaries today. Here are the most interesting races to watch. https://t.co/CzAD0zzyWr,483
0.4939,Tue Aug 28 11:00:11 +0000 2018,0.868,0.0,0.132,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Thousands of Americans will turn out this week to honor and reflect on Senator John McCain's life. Here's how to pa… https://t.co/Q7KZOoP5HV,484
0.0,Tue Aug 28 10:45:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/lH3IdfwKWR https://t.co/R8QBWpo21b,485
0.0,Tue Aug 28 10:31:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An archbishop released a letter claiming that Pope Francis knew of sexual misconduct by Cardinal Theodore McCarrick… https://t.co/N0sqJ0xMtD,486
-0.128,Tue Aug 28 10:15:03 +0000 2018,0.599,0.216,0.186,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""I lived and died a proud American."" Senator John McCain's farewell statement: https://t.co/rjtL3BgGvQ",487
-0.802,Tue Aug 28 10:00:08 +0000 2018,0.672,0.28,0.049,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytimesworld: Their relatives died in the drug war in the Philippines. Now they want to hold Rodrigo Duterte accountable. https://t.co/…,488
0.0,Tue Aug 28 09:45:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",“Magic Mike” and the “50 Shades of Grey” franchise have helped make male ogling big business in recent years. But m… https://t.co/Srbz4pft5w,489
0.5719,Tue Aug 28 09:30:04 +0000 2018,0.85,0.0,0.15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A wave of designer probiotic pills and powders is based on the idea that perfect skin may be linked to your tummy https://t.co/f5QL9ny2wz,490
-0.2732,Tue Aug 28 09:15:06 +0000 2018,0.838,0.162,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Russia's highest-profile opposition leader, Aleksei Navalny, was sentenced to 30 days in jail for a protest that ha… https://t.co/FVCK1pROSP",491
0.765,Tue Aug 28 09:00:11 +0000 2018,0.663,0.0,0.337,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The 17th-seeded Serena Williams returned to the United States Open with a fairly routine win https://t.co/8TZOKzL1Dx,492
0.0,Tue Aug 28 08:30:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Quit avocado. Choose bikes, not taxis. Don’t have kids. China’s consumers are downgrading, and the world could feel… https://t.co/oKouxZlBse",493
0.1531,Tue Aug 28 08:15:03 +0000 2018,0.714,0.152,0.134,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The pope’s vague answer has only heightened public interest, particularly in the core accusation — that he was told… https://t.co/9BXEsTZ02a",494
0.0,Tue Aug 28 08:00:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","For over a year, the Chinese government has withheld lab samples of a rapidly evolving influenza virus from the Uni… https://t.co/HbZUnD7QLl",495
-0.296,Tue Aug 28 07:45:06 +0000 2018,0.896,0.104,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A key ally of South Korea's leader is accused of working with online bloggers to try to illegally manipulate public… https://t.co/ReWRaaSVGu,496
0.0,Tue Aug 28 07:30:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","For the first time in nearly 4 years, a group of migrants were caught illegally entering the Australian mainland by… https://t.co/7azRPhGoHi",497
-0.4215,Tue Aug 28 07:15:06 +0000 2018,0.641,0.239,0.12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",North Korean state media criticized the United States for “extremely provocative and dangerous military moves” in P… https://t.co/pL89wK6OMn,498
-0.1027,Tue Aug 28 07:00:07 +0000 2018,0.845,0.087,0.068,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","We’re discouraged from talking about money at every turn, but if you want to fix your financial situation, talking… https://t.co/V26CxkElax",499
0.0,Tue Aug 28 06:45:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The cave bear, extinct for thousands of years, lives on in today's brown bears, a new study shows. ""Extinction does… https://t.co/3FtRUbUKCp",500
